Longitude,Latitude,occurrence
-49.959374999999994,-0.6414062500000028,0
-42.303124999999994,-20.750781250000003,0
-49.346875,-22.274218750000003,0
-53.021874999999994,-31.719531250000003,0
-40.159375,-11.914843750000003,0
-49.653125,-21.969531250000003,0
-39.240624999999994,-17.703906250000003,0
-54.246875,-22.578906250000003,0
-50.878125,-25.625781250000003,0
-44.753125,-22.578906250000003,0
-41.078125,-14.352343750000003,0
-41.690625,-13.438281250000003,0
-39.853125,-3.383593750000003,0
-50.571875,-21.360156250000003,0
-38.015625,-7.649218750000003,0
-38.628125,-6.125781250000003,0
-37.709374999999994,-7.039843750000003,0
-50.265625,-30.196093750000003,0
-50.265625,-30.196093750000003,0
-44.140625,-11.914843750000003,0
-39.546875,-9.782031250000003,0
-48.734375,-3.383593750000003,0
-41.996874999999996,-16.789843750000003,0
-42.915625,-16.485156250000003,0
-43.528125,-13.438281250000003,0
-42.609375,-13.742968750000003,0
-37.709374999999994,-10.696093750000003,0
-46.896874999999994,-16.180468750000003,0
-42.915625,-6.735156250000003,0
-54.246875,-10.086718750000003,0
-42.915625,-13.133593750000003,0
-48.734375,-1.8601562500000028,0
-46.590625,-17.399218750000003,0
-36.178124999999994,-6.430468750000003,0
-42.609375,-10.086718750000003,0
-43.834374999999994,-11.914843750000003,0
-49.040625,-21.055468750000003,0
-45.365624999999994,-21.055468750000003,0
-45.365624999999994,-23.492968750000003,0
-38.934374999999996,-11.305468750000003,0
-38.628125,-7.344531250000003,0
-40.465624999999996,-18.008593750000003,0
-40.771874999999994,-11.610156250000003,0
-50.571875,-22.578906250000003,0
-50.265625,-19.836718750000003,0
-41.384375,-21.969531250000003,0
-42.303124999999994,-13.742968750000003,0
-39.853125,-10.696093750000003,0
-45.365624999999994,-19.836718750000003,0
-52.103125,-27.149218750000003,0
-38.015625,-7.649218750000003,0
-47.815625,-21.969531250000003,0
-51.184375,-22.578906250000003,0
-41.996874999999996,-12.219531250000003,0
-35.565625,-7.039843750000003,0
-42.609375,-15.571093750000003,0
-38.015625,-4.297656250000003,0
-41.384375,-14.961718750000003,0
-60.371875,-2.774218750000003,0
-48.121875,-21.969531250000003,0
-49.346875,-28.672656250000003,0
-52.103125,-18.008593750000003,0
-43.528125,-21.664843750000003,0
-45.978125,-3.383593750000003,0
-45.059375,-20.141406250000003,0
-37.096875,-9.477343750000003,0
-38.934374999999996,-10.696093750000003,0
-37.709374999999994,-4.602343750000003,0
-52.409375,-25.625781250000003,0
-35.565625,-6.430468750000003,0
-49.959374999999994,-23.188281250000003,0
-43.528125,-11.000781250000003,0
-47.203125,-21.360156250000003,0
-38.934374999999996,-11.000781250000003,0
-46.896874999999994,-21.055468750000003,0
-54.553124999999994,-3.078906250000003,0
-44.140625,-21.360156250000003,0
-44.140625,-9.782031250000003,0
-41.690625,-11.305468750000003,0
-39.853125,-5.516406250000003,0
-47.815625,-23.188281250000003,0
-44.753125,-19.532031250000003,0
